W_1,L_1,Pts_1,Opp_1,MOV_1,SOS_1,SRS_1,NRtg_1,W_2,L_2,Pts_2,Opp_2,MOV_2,SOS_2,SRS_2,NRtg_2,Score_dif
35,4,88.6,64.9,23.64,17.17,40.81,59.21,37,1,81.7,55.7,26.03,15.77,41.79,61.86,-1
21,11,62.5,56.4,6.03,-11.63,-11.66,-8.18,35,4,88.6,64.9,23.64,17.17,40.81,59.21,-42
21,12,75.1,68.6,6.48,11.61,18.09,30.23,35,4,88.6,64.9,23.64,17.17,40.81,59.21,-28
26,8,69.8,60.4,9.41,11.87,21.29,35.28,35,4,88.6,64.9,23.64,17.17,40.81,59.21,-7
31,5,74.1,60.9,13.19,16.72,29.91,44.59,35,4,88.6,64.9,23.64,17.17,40.81,59.21,-16
35,3,82.8,56.6,26.21,11.99,38.2,57.54,35,4,88.6,64.9,23.64,17.17,40.81,59.21,-5
20,13,60.2,55.3,4.88,-8.52,-14.82,-7.26,33,3,86.2,58.2,27.97,10.85,38.82,57.54,-57
20,13,69.1,67.0,2.12,12.22,14.34,25.5,33,3,86.2,58.2,27.97,10.85,38.82,57.54,-24
22,11,65.4,58.2,7.18,16.62,23.81,37.83,33,3,86.2,58.2,27.97,10.85,38.82,57.54,-23
20,13,67.2,67.2,-0.03,-1.63,-1.66,4.1,35,3,82.8,56.6,26.21,11.99,38.2,57.54,-49
24,10,76.1,67.2,8.91,6.29,15.2,25.98,35,3,82.8,56.6,26.21,11.99,38.2,57.54,-12
22,13,73.7,68.8,4.97,17.68,22.65,35.12,35,3,82.8,56.6,26.21,11.99,38.2,57.54,-8
32,4,77.9,59.5,18.36,14.25,32.61,50.41,35,3,82.8,56.6,26.21,11.99,38.2,57.54,-7
25,8,70.8,58.8,11.91,-2.92,6.17,10.24,33,5,84.9,62.0,22.89,17.45,37.86,55.2,-38
21,13,69.1,65.5,3.56,12.32,15.88,26.52,33,5,84.9,62.0,22.89,17.45,37.86,55.2,-23
28,7,79.0,61.2,17.77,5.17,21.55,33.69,33,5,84.9,62.0,22.89,17.45,37.86,55.2,-10
33,3,86.2,58.2,27.97,10.85,38.82,57.54,33,5,84.9,62.0,22.89,17.45,37.86,55.2,-4
22,11,62.0,53.7,8.36,-9.91,-3.56,1.44,32,4,77.9,59.5,18.36,14.25,32.61,50.41,-35
22,12,71.7,63.6,8.09,10.1,18.19,30.17,32,4,77.9,59.5,18.36,14.25,32.61,50.41,-21
26,8,75.1,61.2,13.85,13.91,27.76,41.97,32,4,77.9,59.5,18.36,14.25,32.61,50.41,-17
28,4,65.9,50.9,15.03,-1.35,11.65,24.01,27,8,82.0,61.9,20.11,12.08,32.2,48.01,-4
25,7,71.2,55.7,15.53,-0.79,12.27,19.68,31,5,74.1,60.9,13.19,16.72,29.91,44.59,-25
25,10,72.8,63.2,9.63,3.14,12.77,21.83,31,5,74.1,60.9,13.19,16.72,29.91,44.59,-9
26,7,72.1,61.3,10.76,-8.6,-2.66,1.11,26,9,78.9,64.0,14.89,14.14,29.02,43.62,-36
28,5,75.1,61.7,13.39,2.48,10.8,14.78,26,8,75.1,61.2,13.85,13.91,27.76,41.97,-5
29,5,73.4,55.9,17.56,5.57,20.68,27.18,26,8,75.1,61.2,13.85,13.91,27.76,41.97,-6
25,8,67.5,61.3,6.15,-5.67,0.48,7.58,29,7,78.4,67.3,11.08,14.16,25.25,40.88,-5
24,11,65.9,58.7,7.14,12.51,19.65,33.06,29,7,78.4,67.3,11.08,14.16,25.25,40.88,-16
28,6,71.0,60.9,10.18,12.37,22.55,37.55,29,7,78.4,67.3,11.08,14.16,25.25,40.88,-18
26,7,61.2,55.8,5.39,7.41,12.8,23.57,22,11,65.4,58.2,7.18,16.62,23.81,37.83,-15
25,9,73.6,63.5,10.03,11.7,21.72,35.25,22,11,65.4,58.2,7.18,16.62,23.81,37.83,-2
26,7,75.0,60.0,14.94,-2.53,12.41,23.98,23,10,75.3,66.8,8.55,15.18,23.73,38.29,-22
24,9,68.5,61.2,7.3,11.51,18.81,31.33,23,10,75.3,66.8,8.55,15.18,23.73,38.29,-8
25,9,60.2,54.4,5.79,-0.25,5.55,14.93,25,9,77.2,67.2,10.0,13.25,23.25,36.28,-21
26,7,63.5,53.7,9.79,-7.08,1.14,8.9,29,5,75.0,61.2,13.85,9.27,23.12,37.37,-22
19,13,74.6,69.1,5.53,12.19,17.72,29.01,22,13,73.7,68.8,4.97,17.68,22.65,35.12,-12
29,5,75.0,61.2,13.85,9.27,23.12,37.37,22,13,73.7,68.8,4.97,17.68,22.65,35.12,-5
25,8,66.7,57.5,9.21,-4.49,4.73,13.46,28,6,71.0,60.9,10.18,12.37,22.55,37.55,-12
25,8,71.6,59.2,12.42,9.71,22.14,36.05,28,6,71.0,60.9,10.18,12.37,22.55,37.55,-15
22,10,70.9,63.7,7.25,1.97,9.22,18.59,25,8,71.6,59.2,12.42,9.71,22.14,36.05,-5
28,5,75.3,53.0,22.27,-5.05,11.95,21.43,25,9,73.6,63.5,10.03,11.7,21.72,35.25,-7
26,7,65.2,51.3,13.94,-3.79,10.15,19.97,28,7,79.0,61.2,17.77,5.17,21.55,33.69,-11
25,9,77.2,67.2,10.0,13.25,23.25,36.28,28,7,79.0,61.2,17.77,5.17,21.55,33.69,-11
27,7,70.3,60.6,9.65,-0.99,6.43,13.68,26,8,69.8,60.4,9.41,11.87,21.29,35.28,-23
27,8,82.0,61.9,20.11,12.08,32.2,48.01,26,8,69.8,60.4,9.41,11.87,21.29,35.28,-2
27,7,80.5,65.4,15.15,4.76,17.61,27.18,24,11,65.9,58.7,7.14,12.51,19.65,33.06,-1
28,6,72.4,57.8,14.59,-4.38,10.2,20.05,24,9,68.5,61.2,7.3,11.51,18.81,31.33,-3
18,15,74.9,71.4,3.55,13.24,16.79,28.27,20,13,72.7,68.4,4.3,15.58,18.69,28.87,-20
21,12,64.5,64.4,0.06,15.0,15.07,25.63,22,12,71.7,63.6,8.09,10.1,18.19,30.17,-30
25,8,80.5,66.3,14.21,5.53,19.75,31.77,21,12,75.1,68.6,6.48,11.61,18.09,30.23,-1
23,10,70.5,60.8,9.76,11.53,21.47,31.87,21,13,69.1,65.5,3.56,12.32,15.88,26.52,-4
22,10,64.1,58.2,5.94,10.37,16.3,28.04,24,10,76.1,67.2,8.91,6.29,15.2,25.98,-11
28,6,77.1,57.0,20.06,1.01,16.36,25.88,20,13,69.1,67.0,2.12,12.22,14.34,25.5,-13
26,8,81.1,71.1,9.97,11.98,20.16,31.3,25,10,72.8,63.2,9.63,3.14,12.77,21.83,-11
26,9,78.9,64.0,14.89,14.14,29.02,43.62,25,10,72.8,63.2,9.63,3.14,12.77,21.83,-9
13,7,61.6,56.6,5.0,-8.37,-7.53,-4.05,31,2,77.7,53.7,24.0,18.26,42.26,60.56,-43
19,9,71.0,62.3,8.79,14.13,22.92,34.87,31,2,77.7,53.7,24.0,18.26,42.26,60.56,-11
23,3,70.2,55.7,14.5,8.64,19.72,29.56,31,2,77.7,53.7,24.0,18.26,42.26,60.56,-27
26,4,76.8,60.7,16.07,13.25,29.32,43.79,31,2,77.7,53.7,24.0,18.26,42.26,60.56,-15
26,5,75.4,58.1,17.29,17.55,34.84,50.67,31,2,77.7,53.7,24.0,18.26,42.26,60.56,-1
21,6,66.3,55.3,11.07,19.88,30.95,45.32,31,2,77.7,53.7,24.0,18.26,42.26,60.56,-1
22,7,72.2,60.4,11.76,-16.8,-8.55,-4.47,28,2,81.9,52.6,29.3,9.57,38.87,55.61,-43
15,9,71.9,66.5,5.46,15.93,17.72,25.72,28,2,81.9,52.6,29.3,9.57,38.87,55.61,-36
20,10,86.1,80.3,5.8,18.51,24.31,35.68,28,2,81.9,52.6,29.3,9.57,38.87,55.61,-20
28,3,81.9,54.5,27.35,11.74,38.32,51.97,28,2,81.9,52.6,29.3,9.57,38.87,55.61,-2
18,6,68.0,60.5,7.46,-9.35,-1.89,5.22,28,3,81.9,54.5,27.35,11.74,38.32,51.97,-49
15,10,72.0,66.0,6.04,13.4,19.44,29.85,28,3,81.9,54.5,27.35,11.74,38.32,51.97,-42
16,6,75.3,64.9,10.45,16.75,27.21,39.73,28,3,81.9,54.5,27.35,11.74,38.32,51.97,-3
17,7,71.7,61.7,10.0,-14.98,-4.98,-4.39,26,3,90.8,69.0,21.79,14.54,36.34,51.86,-53
17,10,74.6,71.2,3.41,13.55,16.96,27.78,26,3,90.8,69.0,21.79,14.54,36.34,51.86,-36
19,7,68.3,59.0,9.35,-8.26,-1.66,3.4,26,5,75.4,58.1,17.29,17.55,34.84,50.67,-26
12,8,71.3,65.4,5.9,22.35,23.93,33.0,26,5,75.4,58.1,17.29,17.55,34.84,50.67,-17
17,9,65.6,61.6,4.04,16.14,20.18,31.98,26,5,75.4,58.1,17.29,17.55,34.84,50.67,-11
21,10,68.9,62.6,6.26,16.33,22.58,33.86,26,5,75.4,58.1,17.29,17.55,34.84,50.67,-28
14,10,61.2,57.8,3.38,2.32,5.69,6.71,17,6,71.4,58.3,13.13,18.84,31.97,46.03,-21
19,6,74.2,57.8,16.44,2.34,15.75,25.38,15,9,70.9,59.6,11.29,19.72,31.01,44.06,-20
21,7,71.3,60.5,10.82,13.27,24.09,36.6,15,9,70.9,59.6,11.29,19.72,31.01,44.06,-7
15,6,59.5,52.0,7.48,-9.56,-2.09,0.57,21,6,66.3,55.3,11.07,19.88,30.95,45.32,-35
25,3,75.2,62.6,12.61,11.1,23.7,37.23,21,6,66.3,55.3,11.07,19.88,30.95,45.32,-15
21,6,74.4,59.9,14.52,15.64,30.16,44.51,21,6,66.3,55.3,11.07,19.88,30.95,45.32,-13
28,2,81.9,52.6,29.3,9.57,38.87,55.61,21,6,66.3,55.3,11.07,19.88,30.95,45.32,-10
16,11,63.9,62.4,1.52,1.08,2.59,7.09,21,6,74.4,59.9,14.52,15.64,30.16,44.51,-31
21,6,69.4,58.6,10.78,-1.27,9.51,18.67,21,6,74.4,59.9,14.52,15.64,30.16,44.51,-22
22,3,77.2,62.1,15.08,12.71,27.79,42.25,21,6,74.4,59.9,14.52,15.64,30.16,44.51,-3
18,4,62.6,51.1,11.55,-14.25,-2.71,0.77,26,4,76.8,60.7,16.07,13.25,29.32,43.79,-31
16,9,67.4,61.1,6.24,17.05,23.29,34.55,26,4,76.8,60.7,16.07,13.25,29.32,43.79,-9
15,9,70.9,59.6,11.29,19.72,31.01,44.06,26,4,76.8,60.7,16.07,13.25,29.32,43.79,-18
14,3,72.0,52.2,19.76,-17.12,-2.49,1.51,22,3,77.2,62.1,15.08,12.71,27.79,42.25,-21
19,4,65.4,55.4,10.0,7.67,17.67,29.15,22,3,77.2,62.1,15.08,12.71,27.79,42.25,-12
26,3,81.6,56.3,25.31,-6.77,13.86,22.43,16,6,75.3,64.9,10.45,16.75,27.21,39.73,-21
17,8,71.9,62.5,9.36,14.44,23.8,36.38,16,6,75.3,64.9,10.45,16.75,27.21,39.73,-15
18,9,77.7,74.3,3.37,3.88,7.25,13.24,20,10,86.1,80.3,5.8,18.51,24.31,35.68,-15
18,9,73.0,66.4,6.52,14.61,21.13,32.85,20,10,86.1,80.3,5.8,18.51,24.31,35.68,-14
14,9,61.2,57.7,3.43,-3.51,-0.08,4.28,21,7,71.3,60.5,10.82,13.27,24.09,36.6,-14
10,9,65.3,65.8,-0.53,15.91,15.39,23.78,12,8,71.3,65.4,5.9,22.35,23.93,33.0,-24
17,8,74.0,70.3,3.72,0.4,4.12,10.75,17,8,71.9,62.5,9.36,14.44,23.8,36.38,-25
22,6,86.0,68.1,17.93,-8.74,2.07,7.78,25,3,75.2,62.6,12.61,11.1,23.7,37.23,-4
17,11,77.0,71.4,5.57,16.97,22.54,33.54,25,3,75.2,62.6,12.61,11.1,23.7,37.23,-2
16,5,57.7,50.5,7.24,8.03,15.27,26.06,16,9,67.4,61.1,6.24,17.05,23.29,34.55,-11
12,13,66.4,68.5,-2.08,16.78,14.7,23.38,19,9,71.0,62.3,8.79,14.13,22.92,34.87,-23
17,12,70.7,63.5,7.21,5.25,9.0,14.66,21,10,68.9,62.6,6.26,16.33,22.58,33.86,-19
17,6,71.4,58.3,13.13,18.84,31.97,46.03,21,10,68.9,62.6,6.26,16.33,22.58,33.86,-9
26,3,90.8,69.0,21.79,14.54,36.34,51.86,21,10,68.9,62.6,6.26,16.33,22.58,33.86,-3
15,9,75.2,68.8,6.33,14.32,20.74,30.96,17,11,77.0,71.4,5.57,16.97,22.54,33.54,-4
10,6,71.0,67.3,3.69,0.12,3.81,5.82,22,7,72.3,66.0,6.31,15.49,21.8,32.82,-24
22,4,71.8,57.4,14.38,-4.19,7.14,14.39,18,9,73.0,66.4,6.52,14.61,21.13,32.85,-8
24,3,80.2,48.0,32.15,-9.9,17.59,27.6,17,9,65.6,61.6,4.04,16.14,20.18,31.98,-2
22,7,72.3,66.0,6.31,15.49,21.8,32.82,17,9,65.6,61.6,4.04,16.14,20.18,31.98,-17
13,3,64.5,56.8,7.75,0.46,8.21,14.49,23,3,70.2,55.7,14.5,8.64,19.72,29.56,-19
19,8,62.8,56.0,6.81,1.39,8.2,15.21,23,3,70.2,55.7,14.5,8.64,19.72,29.56,-25
19,7,70.5,61.7,8.77,8.03,16.8,25.72,15,10,72.0,66.0,6.04,13.4,19.44,29.85,-7
21,4,69.8,60.8,9.08,4.39,13.47,22.37,15,9,71.9,66.5,5.46,15.93,17.72,25.72,-17
12,12,63.2,63.4,-0.21,20.6,20.39,30.12,19,4,65.4,55.4,10.0,7.67,17.67,29.15,-4
13,11,74.7,67.3,7.38,10.45,17.82,27.81,17,10,74.6,71.2,3.41,13.55,16.96,27.78,-9
23,4,71.0,53.5,17.52,4.46,20.24,30.39,21,6,69.4,58.6,10.78,-1.27,9.51,18.67,-5
19,9,82.3,73.8,8.54,12.48,21.01,32.12,19,8,62.8,56.0,6.81,1.39,8.2,15.21,-4
21,10,63.8,59.2,4.55,-12.96,-11.59,-8.84,35,2,70.9,50.7,20.22,18.27,38.48,59.05,-58
21,13,60.9,58.4,2.5,14.24,16.74,28.1,35,2,70.9,50.7,20.22,18.27,38.48,59.05,-16
25,7,73.1,55.8,17.34,12.25,29.59,44.55,35,2,70.9,50.7,20.22,18.27,38.48,59.05,-8
23,10,74.1,64.4,9.7,10.51,20.2,32.68,35,2,70.9,50.7,20.22,18.27,38.48,59.05,-30
29,5,71.8,55.6,16.15,14.25,30.39,46.74,35,2,70.9,50.7,20.22,18.27,38.48,59.05,-13
30,6,73.8,54.9,18.86,13.9,32.76,50.09,35,2,70.9,50.7,20.22,18.27,38.48,59.05,-15
22,12,71.5,68.1,3.35,-8.18,-4.82,-0.6,32,4,77.3,58.4,18.83,16.31,35.14,53.59,-28
20,13,66.1,60.6,5.45,14.11,19.56,30.96,32,4,77.3,58.4,18.83,16.31,35.14,53.59,-32
24,9,74.3,63.3,11.0,14.08,25.08,38.17,32,4,77.3,58.4,18.83,16.31,35.14,53.59,-3
22,13,69.1,64.1,4.97,-0.71,-0.01,3.64,32,4,73.5,56.8,16.69,18.02,34.72,51.41,-41
21,10,71.8,65.2,6.58,13.34,19.92,31.29,32,4,73.5,56.8,16.69,18.02,34.72,51.41,-26
23,9,78.8,67.2,11.59,14.15,25.74,39.46,32,4,73.5,56.8,16.69,18.02,34.72,51.41,-6
29,7,71.9,55.1,16.75,14.22,29.36,43.66,32,4,73.5,56.8,16.69,18.02,34.72,51.41,-9
23,7,64.4,56.9,7.53,-5.81,1.72,8.84,30,6,73.8,54.9,18.86,13.9,32.76,50.09,-45
26,4,60.5,47.8,12.73,9.23,21.97,37.19,30,6,73.8,54.9,18.86,13.9,32.76,50.09,-5
24,9,71.3,61.8,9.55,14.71,24.25,37.99,30,6,73.8,54.9,18.86,13.9,32.76,50.09,-17
32,4,77.3,58.4,18.83,16.31,35.14,53.59,30,6,73.8,54.9,18.86,13.9,32.76,50.09,-4
32,4,73.5,56.8,16.69,18.02,34.72,51.41,30,6,73.8,54.9,18.86,13.9,32.76,50.09,-5
23,10,57.1,48.5,8.61,-10.25,-4.13,0.39,29,5,71.8,55.6,16.15,14.25,30.39,46.74,-32
27,7,69.0,52.9,16.09,8.12,21.0,29.51,29,5,71.8,55.6,16.15,14.25,30.39,46.74,-9
25,9,70.1,61.1,9.0,15.55,24.55,38.2,29,5,71.8,55.6,16.15,14.25,30.39,46.74,-12
25,7,71.5,60.4,11.06,12.7,23.77,37.34,29,5,71.8,55.6,16.15,14.25,30.39,46.74,-12
28,5,74.8,53.2,21.52,-3.72,11.86,19.95,25,7,73.1,55.8,17.34,12.25,29.59,44.55,-13
21,8,67.2,57.4,9.83,13.25,23.08,35.44,25,7,73.1,55.8,17.34,12.25,29.59,44.55,-18
25,7,64.7,57.0,7.69,-5.49,2.2,8.87,29,7,71.9,55.1,16.75,14.22,29.36,43.66,-18
21,12,75.9,68.2,7.7,14.01,21.71,32.29,29,7,71.9,55.1,16.75,14.22,29.36,43.66,-22
25,7,78.2,65.6,12.59,9.46,22.06,32.97,29,7,71.9,55.1,16.75,14.22,29.36,43.66,-3
20,10,63.9,61.0,2.97,0.07,0.17,4.86,28,7,76.5,60.2,16.31,11.89,28.2,44.01,-40
20,8,70.0,66.5,3.54,0.04,3.57,10.88,28,7,76.4,63.7,12.63,13.65,26.28,40.16,-7
21,10,68.4,59.0,9.32,12.16,21.42,34.67,28,7,76.4,63.7,12.63,13.65,26.28,40.16,-23
19,14,65.0,62.5,2.45,2.64,2.33,6.93,24,8,84.2,70.2,14.0,12.1,26.1,38.94,-40
24,8,72.0,62.4,9.59,-2.84,4.26,10.17,23,9,78.8,67.2,11.59,14.15,25.74,39.46,-31
30,3,78.1,55.3,22.85,-0.66,15.01,23.81,23,9,78.8,67.2,11.59,14.15,25.74,39.46,-24
26,7,71.7,61.6,10.09,2.91,13.01,22.67,24,9,74.3,63.3,11.0,14.08,25.08,38.17,-11
25,9,82.6,76.9,5.74,15.26,20.99,31.66,24,9,74.3,63.3,11.0,14.08,25.08,38.17,-44
25,9,75.8,66.6,9.18,2.97,12.15,20.17,25,9,70.1,61.1,9.0,15.55,24.55,38.2,-13
23,8,69.5,56.5,13.06,0.02,13.08,23.83,25,9,70.1,61.1,9.0,15.55,24.55,38.2,-3
22,10,63.2,59.0,4.25,2.47,6.72,14.37,24,9,71.3,61.8,9.55,14.71,24.25,37.99,-34
25,5,68.3,51.5,16.83,1.86,18.7,31.44,24,9,71.3,61.8,9.55,14.71,24.25,37.99,-1
23,9,59.4,56.6,2.78,-5.59,-2.8,0.94,25,7,71.5,60.4,11.06,12.7,23.77,37.34,-35
24,9,64.9,60.9,4.06,7.71,11.77,20.84,25,7,71.5,60.4,11.06,12.7,23.77,37.34,-15
29,6,68.9,52.1,16.8,4.53,19.38,31.15,25,7,71.5,60.4,11.06,12.7,23.77,37.34,-3
26,7,75.3,64.7,10.61,-0.69,9.92,16.16,21,8,67.2,57.4,9.83,13.25,23.08,35.44,-5
23,7,79.5,62.6,16.93,-11.0,5.93,14.32,26,6,73.7,61.6,12.09,10.31,22.41,35.82,-6
25,8,64.8,53.1,11.7,5.68,15.21,24.24,25,7,78.2,65.6,12.59,9.46,22.06,32.97,-7
26,6,73.7,61.6,12.09,10.31,22.41,35.82,25,7,78.2,65.6,12.59,9.46,22.06,32.97,-15
21,11,68.0,64.8,3.25,11.83,15.08,25.89,26,4,60.5,47.8,12.73,9.23,21.97,37.19,-17
18,14,73.6,66.5,7.06,13.18,20.25,32.48,21,12,75.9,68.2,7.7,14.01,21.71,32.29,-23
26,6,65.8,55.3,10.56,3.71,14.27,24.9,21,10,68.4,59.0,9.32,12.16,21.42,34.67,-16
24,9,77.8,62.6,15.21,9.05,22.57,33.94,27,7,69.0,52.9,16.09,8.12,21.0,29.51,-13
24,5,70.5,56.4,14.03,-3.05,10.99,20.5,25,9,82.6,76.9,5.74,15.26,20.99,31.66,-6
22,9,65.6,57.7,7.94,12.6,20.54,31.94,23,10,74.1,64.4,9.7,10.51,20.2,32.68,-10
24,8,84.2,70.2,14.0,12.1,26.1,38.94,23,10,74.1,64.4,9.7,10.51,20.2,32.68,-2
28,7,76.4,63.7,12.63,13.65,26.28,40.16,23,10,74.1,64.4,9.7,10.51,20.2,32.68,-8
21,11,60.9,52.7,8.28,11.49,19.78,33.44,21,10,71.8,65.2,6.58,13.34,19.92,31.29,-19
19,11,60.1,60.0,0.07,14.68,14.74,23.02,20,13,66.1,60.6,5.45,14.11,19.56,30.96,-10
23,9,66.9,56.6,10.38,11.16,21.53,34.17,29,6,68.9,52.1,16.8,4.53,19.38,31.15,-14
28,7,76.5,60.2,16.31,11.89,28.2,44.01,29,6,68.9,52.1,16.8,4.53,19.38,31.15,-14
19,12,72.2,65.6,6.52,13.6,20.12,32.94,25,5,68.3,51.5,16.83,1.86,18.7,31.44,-7
24,9,60.8,54.5,6.36,8.84,15.2,26.61,21,13,60.9,58.4,2.5,14.24,16.74,28.1,-12
17,14,65.3,61.6,3.65,11.66,15.3,25.66,25,8,64.8,53.1,11.7,5.68,15.21,24.24,-11
23,10,70.8,58.4,12.39,12.1,24.49,39.58,30,3,78.1,55.3,22.85,-0.66,15.01,23.81,-3
22,11,87.3,78.6,8.76,6.94,15.69,24.37,26,6,65.8,55.3,10.56,3.71,14.27,24.9,-31
20,12,71.3,58.3,13.03,15.67,25.06,34.47,23,8,69.5,56.5,13.06,0.02,13.08,23.83,-3
16,13,63.8,60.0,3.83,-10.92,-10.6,-8.95,22,12,71.5,68.1,3.35,-8.18,-4.82,-0.6,-4
13,17,57.7,49.7,8.07,-13.47,-16.14,-10.97,21,10,63.8,59.2,4.55,-12.96,-11.59,-8.84,-4
